timestamp,symbol,close
2023-01-01,AAA,203.94285533969722
2023-01-02,AAA,211.06117178918444
2023-01-03,AAA,211.36485721284723
2023-01-04,AAA,209.27228322980966
2023-01-05,AAA,208.9800691685368
2023-01-06,AAA,208.0510236796718
2023-01-07,AAA,207.9940980831937
2023-01-08,AAA,203.79759309939632
2023-01-09,AAA,201.21303865979652
2023-01-10,AAA,201.1271945544334
2023-01-11,AAA,202.23094974690432
2023-01-12,AAA,203.82316833355137
2023-01-13,AAA,200.42075610202107
2023-01-14,AAA,199.24581586793687
2023-01-15,AAA,196.66542433857322
2023-01-16,AAA,198.38132325366138
2023-01-17,AAA,200.36369764721448
2023-01-18,AAA,202.6644586956564
2023-01-19,AAA,202.51837957135166
2023-01-20,AAA,203.98454390010806
2023-01-21,AAA,204.90824170745515
2023-01-22,AAA,206.25094590159037
2023-01-23,AAA,207.1287345921529
2023-01-24,AAA,206.54196802328636
2023-01-25,AAA,204.63193553195447
2023-01-26,AAA,203.3736570747703
2023-01-27,AAA,199.34797794977408
2023-01-28,AAA,199.09294962471975
2023-01-29,AAA,199.0164203470114
2023-01-30,AAA,201.74004891235757
2023-01-31,AAA,201.4282261403098
2023-02-01,AAA,203.74514558638631
2023-02-02,AAA,206.19506865549445
2023-02-03,AAA,203.21580235791495
2023-02-04,AAA,203.27342485904256
2023-02-05,AAA,204.12549956982664
2023-02-06,AAA,203.76225979426954
2023-02-07,AAA,202.84144006144757
2023-02-08,AAA,206.19423195026263
2023-02-09,AAA,205.08956596373838
2023-02-10,AAA,202.34630560603077
2023-02-11,AAA,200.23324458585574
2023-02-12,AAA,201.4391947148589
2023-02-13,AAA,201.118442783299
2023-02-14,AAA,201.72287493888584
2023-02-15,AAA,199.68647114667377
2023-02-16,AAA,200.76925261236758
2023-02-17,AAA,203.79485298711148
2023-02-18,AAA,202.86906309762819
2023-02-19,AAA,202.90133172529045
2023-02-20,AAA,199.23971534201442
2023-02-21,AAA,199.52397722631673
2023-02-22,AAA,197.459417746323
2023-02-23,AAA,197.42204757114905
2023-02-24,AAA,200.47772325026992
2023-02-25,AAA,199.20599537186465
2023-02-26,AAA,197.25070989473286
2023-02-27,AAA,198.5680803947073
2023-02-28,AAA,197.3364559381858
2023-03-01,AAA,198.33221388535875
2023-03-02,AAA,198.42483285103503
2023-03-03,AAA,198.53136752660654
2023-03-04,AAA,198.93187446972237
2023-03-05,AAA,198.5961229033219
2023-03-06,AAA,198.15028630503275
2023-03-07,AAA,197.2620724536572
2023-03-08,AAA,196.0253022022661
2023-03-09,AAA,197.75205360898906
2023-03-10,AAA,202.42854803274497
2023-03-11,AAA,203.5243993780908
2023-03-12,AAA,205.44501707909012
2023-03-13,AAA,201.95476240603506
2023-03-14,AAA,200.69354927509963
2023-03-15,AAA,199.52219495671318
2023-03-16,AAA,201.07750902559042
2023-03-17,AAA,204.19118814508852
2023-03-18,AAA,206.3419763316016
2023-03-19,AAA,209.19609531895742
2023-03-20,AAA,206.96651360552497
2023-03-21,AAA,208.00050127171826
2023-03-22,AAA,206.8709687057787
2023-03-23,AAA,211.3835357450553
2023-03-24,AAA,208.22385694712847
2023-03-25,AAA,209.01828373408023
2023-03-26,AAA,202.67933140481634
2023-03-27,AAA,205.5982851146567
2023-03-28,AAA,205.66449258511528
2023-03-29,AAA,208.32695670429433
2023-03-30,AAA,209.80136122765484
2023-03-31,AAA,212.58897186577164
2023-04-01,AAA,214.43237023867766
2023-04-02,AAA,214.89900109192104
2023-04-03,AAA,211.7863593912686
2023-04-04,AAA,213.29363908897062
2023-04-05,AAA,216.05082273685392
2023-04-06,AAA,217.0261808741
2023-04-07,AAA,218.36780778296367
2023-04-08,AAA,221.2068367647923
2023-04-09,AAA,222.4493560983561
2023-04-10,AAA,224.4990427222366
2023-04-11,AAA,222.6209201030554
2023-04-12,AAA,223.1151384419038
2023-04-13,AAA,222.58647117530583
2023-04-14,AAA,220.51059765841433
2023-04-15,AAA,222.30719903651897
2023-04-16,AAA,227.11697017539666
2023-04-17,AAA,222.64649278105443
2023-04-18,AAA,223.41805848556203
2023-04-19,AAA,223.7869732906055
2023-04-20,AAA,225.0601232959201
2023-04-21,AAA,225.50309129610696
2023-04-22,AAA,224.66836546807588
2023-04-23,AAA,226.22230850196445
2023-04-24,AAA,227.40171008842117
2023-04-25,AAA,226.30925480816651
2023-04-26,AAA,229.60574631912988
2023-04-27,AAA,229.95388904477704
2023-04-28,AAA,233.10693557110318
2023-04-29,AAA,228.07490550905104
2023-04-30,AAA,229.25991820795755
2023-05-01,AAA,225.9066421268215
2023-05-02,AAA,223.51688122504459
2023-05-03,AAA,224.8899551563831
2023-05-04,AAA,224.3323931277155
2023-05-05,AAA,223.84417724828506
2023-05-06,AAA,220.95362842968095
2023-05-07,AAA,220.9646078067525
2023-05-08,AAA,221.33044981416126
2023-05-09,AAA,222.32464359044195
2023-05-10,AAA,220.9118573923444
2023-05-11,AAA,217.80001020161708
2023-05-12,AAA,215.2391841059496
2023-05-13,AAA,213.81125082262227
2023-05-14,AAA,210.25683134909985
2023-05-15,AAA,209.4077967669728
2023-05-16,AAA,209.8857144119954
2023-05-17,AAA,209.89833052984392
2023-05-18,AAA,208.0305451948182
2023-05-19,AAA,210.22109590360046
2023-05-20,AAA,212.2629184777631
2023-05-21,AAA,210.06351722869678
2023-05-22,AAA,208.9601539572959
2023-05-23,AAA,209.18326993440272
2023-05-24,AAA,206.50476701934383
2023-05-25,AAA,206.1268432773319
2023-05-26,AAA,206.33064858711327
2023-05-27,AAA,207.20996496690657
2023-05-28,AAA,205.67611166192677
2023-05-29,AAA,206.96960529528351
2023-05-30,AAA,205.7435973702384
2023-05-31,AAA,207.46095715256584
2023-06-01,AAA,209.95265295846707
2023-06-02,AAA,210.91918643656584
2023-06-03,AAA,210.7823654102178
2023-06-04,AAA,211.34968504876994
2023-06-05,AAA,211.26015141558793
2023-06-06,AAA,210.35022939836756
2023-06-07,AAA,214.29271149724477
2023-06-08,AAA,212.88541121799258
2023-06-09,AAA,211.2100362605045
2023-06-10,AAA,207.96635594289947
2023-06-11,AAA,209.22194322375677
2023-06-12,AAA,212.19537073903868
2023-06-13,AAA,213.24341499907192
2023-06-14,AAA,215.10907443180844
2023-06-15,AAA,216.63151429553207
2023-06-16,AAA,217.91505734586238
2023-06-17,AAA,215.17276153000807
2023-06-18,AAA,216.89152612740236
2023-06-19,AAA,221.03772134098568
2023-06-20,AAA,222.82401874071036
2023-06-21,AAA,221.14605443791464
2023-06-22,AAA,219.3807682261232
2023-06-23,AAA,220.54412216251094
2023-06-24,AAA,216.31045044190788
2023-06-25,AAA,215.76448895797944
2023-06-26,AAA,220.55580807465816
2023-06-27,AAA,220.00434550373313
2023-06-28,AAA,221.51990845688945
2023-06-29,AAA,225.38087803393935
2023-06-30,AAA,225.3023956863817
2023-07-01,AAA,224.47455205396855
2023-07-02,AAA,223.20447343231137
2023-07-03,AAA,223.30199964863527
2023-07-04,AAA,226.92639655922383
2023-07-05,AAA,230.34277936223484
2023-07-06,AAA,231.5980983137063
2023-07-07,AAA,230.00847986982586
2023-07-08,AAA,228.5614865438318
2023-07-09,AAA,229.32469445075114
2023-07-10,AAA,230.38135617148146
2023-07-11,AAA,233.66795669938023
2023-07-12,AAA,231.20976881452575
2023-07-13,AAA,232.58823930028757
2023-07-14,AAA,234.54806796661742
2023-07-15,AAA,237.63726690622107
2023-07-16,AAA,242.9348511664363
2023-07-17,AAA,244.79962935070174
2023-07-18,AAA,244.0191262457045
2023-07-19,AAA,246.41559514246225
2023-07-20,AAA,247.18970396526092
2023-07-21,AAA,245.31283458149466
2023-07-22,AAA,244.14739164521401
2023-07-23,AAA,242.04641436475347
2023-07-24,AAA,241.41318238577662
2023-07-25,AAA,241.36788103708273
2023-07-26,AAA,245.32126581126
2023-07-27,AAA,247.18221802202623
2023-07-28,AAA,244.54960095110903
2023-07-29,AAA,248.42930136233375
2023-07-30,AAA,247.23990027242996
2023-07-31,AAA,248.8035335648138
2023-08-01,AAA,251.8834868981919
2023-08-02,AAA,250.28774911566933
2023-08-03,AAA,251.93167138936275
2023-08-04,AAA,252.09978247512925
2023-08-05,AAA,251.71555816013398
2023-08-06,AAA,252.2778964617221
2023-08-07,AAA,253.36932668150473
2023-08-08,AAA,250.98044531178596
2023-08-09,AAA,251.17812154046177
2023-08-10,AAA,250.75286051960376
2023-08-11,AAA,250.05995718336064
2023-08-12,AAA,252.7259147023953
2023-08-13,AAA,255.4928791336125
2023-08-14,AAA,258.52219689329667
2023-08-15,AAA,257.79589155428994
2023-08-16,AAA,255.45046244673316
2023-08-17,AAA,253.2608501144229
2023-08-18,AAA,252.22702186657088
2023-08-19,AAA,251.3963175690942
2023-08-20,AAA,251.47856887172256
2023-08-21,AAA,253.96428281503418
2023-08-22,AAA,253.4419665342417
2023-08-23,AAA,257.3421990140911
2023-08-24,AAA,255.88531392826118
2023-08-25,AAA,257.8605384867694
2023-08-26,AAA,257.2129071401277
2023-08-27,AAA,258.52798733680265
2023-08-28,AAA,259.0609388908331
2023-08-29,AAA,259.40231234662707
2023-08-30,AAA,257.1146675594786
2023-08-31,AAA,259.11077546851305
2023-09-01,AAA,259.5236321865807
2023-09-02,AAA,259.73119032074334
2023-09-03,AAA,256.1228995749839
2023-09-04,AAA,259.5343686883084
2023-09-05,AAA,258.0209976938998
2023-09-06,AAA,262.6098570898661
2023-09-07,AAA,261.0672812225719
2023-01-01,BBB,101.94439037719397
2023-01-02,BBB,105.60979922674902
2023-01-03,BBB,105.49442286583006
2023-01-04,BBB,104.77081686931328
2023-01-05,BBB,104.64386373812225
2023-01-06,BBB,104.1021765944905
2023-01-07,BBB,103.58743431392877
2023-01-08,BBB,101.73150220123776
2023-01-09,BBB,100.46823909437975
2023-01-10,BBB,100.3185088012549
2023-01-11,BBB,101.19029920734944
2023-01-12,BBB,102.03462083417877
2023-01-13,BBB,100.33694594093699
2023-01-14,BBB,99.99658933900629
2023-01-15,BBB,98.93386455806348
2023-01-16,BBB,99.41105803778984
2023-01-17,BBB,100.34880675269814
2023-01-18,BBB,101.29452138089145
